0.882279	0.420069	-1.000000
-0.097656	-0.126913	1.000000
0.202026	0.266476	1.000000
0.013421	-0.004570	1.000000
-0.076044	0.943871	-1.000000
0.129230	-0.522716	-1.000000
0.416942	0.658102	-1.000000
-0.082045	-0.006238	1.000000
0.446944	-0.228848	-1.000000
-0.824930	-0.092698	-1.000000
0.167233	-0.982599	-1.000000
-0.026054	0.008875	1.000000
-0.274518	-0.119569	1.000000
-0.097517	-0.491551	-1.000000
-0.427522	-0.091213	1.000000
0.407806	0.596520	-1.000000
-0.766322	-0.139759	-1.000000
0.911415	-0.407188	-1.000000
0.013285	0.058688	1.000000
0.051422	0.573791	-1.000000
0.446263	-0.267119	-1.000000
0.163501	-0.513763	-1.000000
-0.691694	0.340014	-1.000000
0.178189	0.491735	-1.000000
-0.193559	-0.623551	-1.000000
-0.813370	0.508509	-1.000000
-0.702750	0.183823	-1.000000
0.413093	0.431352	-1.000000
-0.463976	0.811139	-1.000000
0.004064	0.008768	1.000000
-0.001038	0.370741	1.000000
-0.005074	-0.003950	1.000000
-0.249920	-0.347244	1.000000
-0.139858	0.112981	1.000000
0.084693	-0.084663	1.000000
-0.168693	-0.242697	1.000000
-0.405258	0.492934	-1.000000
0.151433	0.813808	-1.000000
-0.002301	0.034737	1.000000
-0.686956	-0.038442	-1.000000
0.656663	0.006399	-1.000000
-0.003230	0.076402	1.000000
0.142859	0.428771	1.000000
-0.052573	-0.032210	1.000000
-0.291913	-0.588937	-1.000000
-0.035658	-0.461563	1.000000
-0.251222	0.673273	-1.000000
0.496329	-0.116260	-1.000000
-0.562142	0.422127	-1.000000
0.536558	0.155142	-1.000000
0.517949	0.019619	-1.000000
0.513023	0.120423	-1.000000
0.011797	0.570201	-1.000000
-0.305115	-0.057889	1.000000
-0.277299	-0.134469	1.000000
-0.006013	-0.002339	1.000000
0.935029	0.116415	-1.000000
0.015702	0.754544	-1.000000
0.233898	-0.855096	-1.000000
0.484198	-0.350387	-1.000000
-0.813747	-0.482852	-1.000000
-0.889597	0.371712	-1.000000
0.174816	0.172971	1.000000
-0.330752	0.733604	-1.000000
0.852917	0.153123	-1.000000
-0.690719	-0.459120	-1.000000
0.355729	-0.272130	1.000000
-0.092105	-0.368851	1.000000
0.207495	-0.039016	1.000000
0.498936	0.034178	-1.000000
-0.087195	-0.095784	1.000000
0.501984	0.518227	-1.000000
0.099665	0.127800	1.000000
0.763724	-0.191067	-1.000000
-0.102899	0.008760	1.000000
0.045435	0.140976	1.000000
0.114687	-0.093296	1.000000
0.156493	-0.057465	1.000000
-0.970921	-0.116926	-1.000000
0.339587	0.523994	-1.000000
0.717115	-0.121788	-1.000000
-0.363171	-0.817708	-1.000000
-0.087392	-0.207544	1.000000
-0.749319	-0.154083	-1.000000
-0.459622	-0.787833	-1.000000
-0.618548	-0.373839	-1.000000
0.241801	0.194390	1.000000
0.321896	-0.109506	1.000000
-0.000451	-0.485096	1.000000
0.233449	0.677069	-1.000000
-0.005601	0.299310	1.000000
-0.124220	0.130960	1.000000
0.358429	-0.679389	-1.000000
0.001712	-0.493328	1.000000
0.038912	-0.156956	1.000000
-0.421103	-0.009159	1.000000
0.345090	0.233259	1.000000
0.220104	-0.012822	1.000000
0.203031	0.009076	1.000000
0.163113	-0.107877	1.000000
