40897	9.305130	1.699943	3
32267	9.708802	0.158895	3
12248	9.426989	1.083195	3
29404	10.398851	1.343860	3
34714	8.941289	1.292276	3
34589	10.207241	0.518475	3
39556	9.777982	0.894552	3
42751	7.121137	1.514001	3
37650	6.450940	0.626319	3
29690	8.253428	0.645894	3
22935	11.060155	1.622035	3
44468	8.428734	1.429169	3
26140	12.394445	1.449011	3
36332	11.895103	0.906785	3
33875	7.952528	0.326092	3
29685	8.963595	1.073228	3
22443	10.885697	1.051484	3
33331	7.173654	0.096991	3
29573	8.788530	1.633005	3
20419	14.639399	1.544072	3
19654	13.983582	0.776667	3
16043	11.617311	0.060590	3
41319	9.698339	1.638917	3
48300	10.212570	0.175806	3
27801	11.136721	1.682631	3
26926	12.127266	0.380631	3
41326	10.288501	1.032751	3
43390	10.947284	1.109298	3
38661	11.426739	1.419273	3
42611	11.093398	0.539294	3
54474	11.818231	0.324649	3
34995	11.113697	0.204201	3
51673	13.667385	0.177541	3
32110	12.042705	0.985962	3
36029	10.511054	0.271653	3
36378	13.456879	1.186264	3
38212	7.217345	1.044997	3
37337	9.950904	0.890212	3
34294	9.870842	1.585129	3
40411	8.868535	0.845070	3
21583	10.605323	0.495304	3
28989	10.075922	0.634318	3
25217	7.937049	1.686732	3
54687	13.569079	0.581395	3
12899	10.643777	0.429145	3
32280	11.121592	0.545247	3
53969	5.098371	1.012200	3
32441	15.335946	1.482906	3
22061	6.349029	1.039418	3
27224	9.854588	0.164132	3
12532	10.659134	0.559857	3
26797	9.244034	1.077299	3
30373	11.460263	0.111175	3
25892	11.669215	1.330849	3
18761	7.219066	1.217588	3
32583	11.901008	0.749188	3
37902	11.044084	0.863807	3
40511	8.665144	1.658828	3
58735	14.106099	0.736040	3
36881	9.385211	0.317921	3
24587	7.494587	1.372905	3
25792	5.634798	1.660303	3
44002	7.546968	0.588692	3
52313	8.538063	0.599653	3
29213	7.310328	0.268867	3
35955	11.464302	0.881749	3
26605	9.507309	0.513358	3
18178	10.353602	1.516486	3
34733	8.835376	0.781437	3
41705	9.520709	1.691180	3
39712	12.299844	0.559208	3
36113	11.105845	0.870671	3
31489	7.539864	0.253226	3
21932	11.824715	1.639608	3
25593	12.585442	0.409420	3
51628	5.534743	1.415304	3
20552	7.776335	0.556427	3
35625	11.067755	0.647492	3
33584	10.035752	0.287174	3
21690	9.374970	0.242860	3
28005	9.807540	0.666138	3
37288	8.209526	0.727767	3
55594	9.483407	0.385012	3
29502	7.327950	0.175358	3
32942	11.497766	0.191546	3
53736	10.083746	1.686579	3
24732	12.234132	0.350784	3
41228	10.140714	0.797288	3
24124	11.676087	1.595492	3
59277	11.603549	0.399556	3
38909	9.394448	0.078808	3
10028	8.092213	1.169642	3
34349	10.096350	1.294347	3
35413	12.014526	1.231986	3
46879	9.830009	0.148871	3
41304	11.056124	1.658456	3
29516	13.200300	1.540072	3
17903	6.518689	1.610436	3
40870	8.933125	1.557606	3
41806	10.383759	0.006484	3
43019	8.217424	1.364312	3
16982	11.272124	0.621693	3
41400	9.195893	0.998995	3
28491	9.502662	1.312163	3
33187	10.402341	0.068402	3
50800	11.805551	1.105183	3
23207	7.832489	0.467301	3
17767	12.395139	1.336466	3
31098	12.565376	0.946431	3
25942	6.986207	1.577107	3
32914	9.633720	0.835212	3
30406	10.876130	0.410715	3
38261	13.381522	1.065120	3
39086	11.017347	1.351755	3
27680	10.890984	1.416404	3
43891	9.155464	0.857870	3
26949	10.734579	0.357936	3
41654	7.339299	1.567320	3
41727	10.138388	0.872317	3
43732	8.587027	1.081890	3
44797	11.423723	1.054627	3
21234	11.773023	1.005719	3
44245	11.540940	0.382520	3
44472	10.017893	0.661024	3
39598	6.643488	0.043368	3
24236	12.073645	0.363881	3
44766	8.834244	0.900994	3
48482	10.796756	1.080470	3
31347	4.246245	1.035605	3
24115	10.926796	0.468697	3
27129	6.460726	0.516260	3
34876	15.919950	0.088092	3
36230	9.754810	0.191855	3
28171	7.358460	0.587407	3
46334	13.645173	0.611587	3
43212	11.043621	1.353934	3
39723	12.516555	1.507181	3
37115	10.020873	0.162977	3
34268	9.528173	0.621466	3
43679	9.623376	1.442780	3
26468	11.224508	0.624494	3
31492	13.478392	0.791269	3
22861	9.599235	0.914754	3
34781	8.765461	0.065885	3
34552	14.309898	0.735551	3
18933	9.150053	0.130062	3
40859	11.495932	0.421648	3
42257	6.686982	0.737387	3
28300	11.955792	1.390707	3
29747	9.873698	0.534734	3
25814	8.731849	0.276855	3
34885	10.995685	0.064340	3
39911	10.177721	0.752515	3
35475	9.443866	1.426402	3
50379	8.023558	0.866351	3
24407	5.512975	1.520628	3
18217	9.788376	1.668118	3
22104	8.571016	0.447971	3
39937	7.366524	1.043304	3
28053	10.775905	0.065335	3
51406	11.304201	1.481070	3
32001	10.148859	1.262189	3
27473	9.687726	1.671526	3
26514	9.207191	0.227946	3
22776	12.458334	1.141139	3
26514	10.727626	1.230624	3
42982	9.551306	0.677720	3
32910	12.385639	0.238490	3
38262	10.222723	1.473222	3
33957	7.060586	1.518858	3
23153	9.642600	1.057759	3
44792	8.617777	0.897121	3
43904	13.216146	1.123940	3
37912	14.487340	1.143228	3
44895	11.132474	1.468776	3
47119	10.808495	0.000485	3
44699	9.643548	1.289181	3
25898	13.145175	0.843627	3
30117	5.940959	1.048853	3
31657	12.132873	0.278331	3
28199	11.333329	0.421026	3
36855	15.794683	1.179322	3
16958	10.487415	0.316903	3
14873	9.608680	1.184199	3
28178	8.665760	0.595526	3
26903	14.517317	1.306600	3
31785	7.895516	1.088314	3
36793	11.821079	0.538866	3
31163	9.154665	0.859461	3
23649	9.511094	1.581144	3
29952	8.542293	0.837685	3
37737	7.863501	0.800831	3
35007	7.691919	1.579161	3
32801	8.947069	1.220560	3
27843	12.437102	1.329882	3
34133	9.522679	0.402229	3
33831	11.441666	0.629860	3
34611	12.809028	1.346210	3
34826	9.885703	1.307739	3
35036	10.907381	0.307602	3
33921	12.191716	0.907684	3
28490	6.141641	0.981054	3
45353	12.066512	1.585283	3
24624	9.602826	0.824808	3
52547	10.073730	0.406177	3
16097	6.638671	1.689431	3
39127	10.591101	0.039501	3
18559	8.042462	0.387888	3
33450	11.058646	0.437826	3
24871	10.867942	1.118143	3
46151	12.827426	1.256887	3
49696	10.909697	0.234281	3
41308	9.595689	0.079678	3
41400	13.517545	0.966503	3
42192	10.076577	1.630166	3
28901	11.594669	1.479691	3
56317	11.959531	0.031712	3
38920	10.273220	0.006255	3
40294	8.924607	0.115868	3
31175	10.339963	0.822386	3
32446	10.979644	1.040611	3
24705	9.874104	1.360819	3
34596	10.165681	0.801866	3
32930	10.996223	0.380821	3
39983	10.232863	1.135719	3
35091	10.921770	0.634578	3
20202	9.328007	0.307310	3
31942	10.063763	0.963927	3
45270	11.042505	1.470736	3
38497	10.793274	0.378262	3
17159	11.565523	0.376542	3
30448	13.076667	1.326013	3
33733	11.040994	0.148054	3
7611	9.731437	0.128553	3
42630	11.724135	0.957813	3
40238	7.900554	0.907997	3
57183	10.969707	0.026993	3
47941	9.973692	0.675777	3
30415	10.846408	1.447189	3
44679	7.884987	0.690964	3
39847	13.200900	0.612570	3
37044	13.677592	1.640273	3
42299	9.268611	1.218523	3
35541	9.710965	0.014405	3
34507	8.756126	0.884296	3
17483	6.959757	1.313857	3
40536	10.487454	0.051158	3
35868	10.697978	1.058590	3
26002	10.539328	1.634458	3
41541	12.641612	1.202576	3
38018	8.042826	0.051699	3
29918	8.215358	0.427837	3
38728	8.789483	1.340425	3
43093	9.972548	0.454490	3
38429	10.228683	1.306339	3
56253	9.459462	0.505232	3
39712	10.223625	1.660403	3
24616	10.986830	0.243618	3
32003	7.790170	0.047730	3
48065	11.997645	0.025400	3
24474	13.041859	0.453743	3
22392	8.492005	1.530236	3
54120	12.132940	0.424006	3
25508	9.287011	0.746092	3
