8.498841	9.693455
8.666571	8.546852
10.165767	9.534723
8.891245	10.062575
8.857602	8.942422
8.587335	7.707361
9.433110	9.282354
10.036185	9.666219
8.039413	9.407985
8.114868	7.954297
9.573620	10.710794
8.226886	6.800655
7.866376	7.839655
9.825312	9.996551
10.090568	10.453769
8.432913	10.946397
10.293872	8.725309
8.242541	8.434157
9.818640	10.686215
10.347707	11.608054
8.621117	8.620866
8.550440	7.077234
9.646721	8.802544
9.162148	7.557426
7.897150	6.738215
8.775644	8.370308
8.708973	9.255991
7.845674	8.501093
9.528250	10.724793
8.351757	7.733305
8.126565	6.102232
8.330827	7.398857
8.731655	9.202045
10.671918	9.958786
10.161385	10.781002
9.803729	10.528334
10.519457	10.478037
7.664398	7.961195
10.519681	11.065017
9.171871	10.770592
7.797518	9.117559
10.174427	11.451635
7.855495	8.681412
8.612690	9.903166
8.450586	8.563163
9.099463	9.151314
9.661967	8.631692
8.942025	7.322540
8.875451	7.534609
9.830846	10.885312
10.126380	9.810769
9.520269	10.307774
7.899834	6.975725
9.494868	9.823498
9.566414	8.910468
8.741232	7.792736
9.965826	9.466504
9.269171	10.254792
7.695324	7.897378
8.455915	7.177296
8.691723	7.524501
9.170385	7.195651
8.767379	7.940644
9.048283	9.900545
8.366641	6.373194
8.353541	7.812075
9.126688	10.289934
10.534493	9.688136
9.459477	8.082701
8.999302	10.595572
11.329633	11.051409
7.767058	9.781491
10.968244	11.888200
10.840734	11.312706
9.170325	8.498522
8.148589	8.894393
10.364415	11.575561
9.992191	10.676461
9.721870	9.988284
7.697831	8.310186
9.152556	7.030200
9.853012	10.738862
9.504278	9.817561
9.285887	10.002132
10.358503	9.541505
9.109252	8.741743
9.441672	10.405009
8.401836	6.393738
8.040484	6.297529
10.104943	8.950299
11.162466	10.025133
7.788185	8.216024
8.966209	8.971667
9.589109	9.287785
10.407198	8.578724
8.793590	10.393007
9.879785	11.758875
11.298836	12.091910
10.331039	8.687059
8.147466	7.542253
7.806912	7.583140
8.874548	11.009524
8.948769	8.155615
8.766064	8.629452
9.488910	9.907459
8.415486	8.620413
9.740689	10.051160
7.352985	7.424995
10.770583	10.226391
9.187488	7.129840
9.763167	9.465659
7.852043	8.504322
9.468924	9.909551
10.553916	10.723516
10.073391	9.168340
9.315633	8.122362
9.526774	9.532621
10.814646	10.916819
9.151116	9.544117
10.318301	9.099498
8.096996	7.705251
9.121853	8.627166
11.040462	12.811012
9.617393	9.053673
10.984093	11.001018
8.701861	10.295825
7.284684	6.008709
9.278750	9.989073
8.936327	8.107051
9.446184	9.200990
7.542888	8.660517
10.038921	9.391465
9.866366	10.772367
10.598924	10.395761
10.613753	10.162173
7.579542	7.453393
8.155715	7.864901
9.641550	8.314169
